complaint_id,date_received,product,consumer_complaint_narrative,company,state,submitted_via,company_response_to_consumer,timely_response,consumer_disputed,category
103805,2025-03-26,"Credit reporting, repair, or other",Credit reporting agency failed to update my account status after I resolved the issue. This has been ongoing for several months.,Wells Fargo,NC,Email,Closed with explanation,Yes,No,0
103806,2025-05-10,Consumer Loan,My auto loan has excessive interest rates that were not properly disclosed at signing. I need immediate assistance with this matter.,American Express,FL,Email,Closed with non-monetary relief,Yes,N/A,2
103807,2025-04-25,"Credit reporting, repair, or other",I paid off my debt but it still shows as outstanding on my credit report. The company has not responded to my previous complaints.,Capital One,PA,Email,Closed with monetary relief,Yes,N/A,0
103808,2025-10-01,Consumer Loan,I applied for a personal loan but was denied without proper explanation of the reasons. I have documentation to support my claim.,Synchrony Financial,FL,Email,In progress,Yes,Yes,2
103809,2025-04-15,Consumer Loan,I was charged prepayment penalties that were not disclosed in my loan documents. The company has not responded to my previous complaints.,Synchrony Financial,PA,Web,Closed with explanation,Yes,No,2
103810,2025-10-18,"Credit reporting, repair, or other",I paid off my debt but it still shows as outstanding on my credit report. The company has not responded to my previous complaints.,American Express,MI,Web,In progress,Yes,N/A,0
103811,2025-06-30,Debt collection,Received aggressive and abusive calls from debt collector using threatening language.,Chase,GA,Postal mail,Closed,Yes,N/A,1
103812,2024-03-29,Debt collection,Debt collector contacted my employer and family members about my personal debt. This has been ongoing for several months.,Wells Fargo,NC,Referral,Closed with explanation,Yes,N/A,1
103813,2025-06-20,Consumer Loan,I am having difficulty getting my loan servicer to process my payment correctly. The company has not responded to my previous complaints.,Synchrony Financial,CA,Referral,Closed,Yes,N/A,2
103814,2025-01-23,"Credit reporting, repair, or other",I requested a credit report but found multiple inaccuracies that need to be investigated. I have documentation to support my claim.,Capital One,PA,Referral,Closed with monetary relief,Yes,No,0
103815,2023-12-24,Consumer Loan,My loan servicer is not responding to my requests for payment history and account information. I have documentation to support my claim.,Chase,PA,Phone,In progress,Yes,No,2
103816,2025-07-29,"Credit reporting, repair, or other",Credit reporting agency failed to update my account status after I resolved the issue. This has been ongoing for several months.,Chase,CA,Phone,Closed with non-monetary relief,Yes,Yes,0
103817,2023-12-17,Debt collection,Collection agency is attempting to collect on a debt that is past the statute of limitations. I have tried to resolve this issue multiple times.,Discover,NY,Postal mail,In progress,Yes,No,1
103818,2025-07-20,Mortgage,My mortgage servicer lost my payment and now claims I am in default. The company has not responded to my previous complaints.,Chase,NY,Postal mail,Closed with monetary relief,Yes,No,3
103819,2025-04-16,"Credit reporting, repair, or other",I requested a credit report but found multiple inaccuracies that need to be investigated. This has been ongoing for several months.,USAA,PA,Email,Closed,Yes,N/A,0
103820,2023-10-30,"Credit reporting, repair, or other",I paid off my debt but it still shows as outstanding on my credit report.,Wells Fargo,NY,Email,Closed,Yes,N/A,0
103821,2025-06-07,"Credit reporting, repair, or other",Credit reporting agency failed to update my account status after I resolved the issue. This has been ongoing for several months.,Capital One,NY,Postal mail,Closed with monetary relief,Yes,Yes,0
103822,2023-11-14,"Credit reporting, repair, or other",My credit score dropped significantly after incorrect information was reported by a creditor.,Capital One,CA,Phone,Closed with monetary relief,Yes,No,0
103823,2024-08-11,Mortgage,My mortgage company is charging excessive and unexplained fees on my account. I have documentation to support my claim.,Capital One,NC,Web,In progress,Yes,No,3
103824,2024-10-09,Mortgage,My home appraisal came in lower than expected affecting my refinancing options.,Capital One,CA,Referral,Closed,Yes,N/A,3
103825,2024-05-16,"Credit reporting, repair, or other",Credit bureau is not responding to my dispute letters regarding incorrect negative items.,USAA,FL,Web,Closed with monetary relief,Yes,N/A,0
103826,2025-02-08,"Credit reporting, repair, or other",Credit reporting agency failed to update my account status after I resolved the issue. I need immediate assistance with this matter.,USAA,IL,Phone,Closed,Yes,N/A,0
103827,2025-04-01,"Credit reporting, repair, or other",I paid off my debt but it still shows as outstanding on my credit report. I have tried to resolve this issue multiple times.,Chase,NY,Postal mail,Closed with explanation,Yes,N/A,0
103828,2024-07-03,"Credit reporting, repair, or other",I paid off my debt but it still shows as outstanding on my credit report. I need immediate assistance with this matter.,Navy Federal,MI,Email,Closed,Yes,No,0
103829,2025-08-06,Debt collection,Collection agency is attempting to collect on a debt that is past the statute of limitations. The company has not responded to my previous complaints.,Chase,IL,Email,Closed with monetary relief,Yes,No,1
103830,2023-12-08,Mortgage,My home appraisal came in lower than expected affecting my refinancing options.,Chase,FL,Web,Closed with monetary relief,Yes,No,3
103831,2024-05-01,Consumer Loan,Lender added hidden fees to my consumer loan that were not in the original agreement. The company has not responded to my previous complaints.,American Express,FL,Referral,Closed,Yes,N/A,2
103832,2024-09-22,"Credit reporting, repair, or other",My credit score dropped significantly after incorrect information was reported by a creditor. This has been ongoing for several months.,American Express,OH,Web,Closed,Yes,No,0
103833,2025-04-10,Mortgage,I am underwater on my mortgage and need assistance but lender won't work with me. I have tried to resolve this issue multiple times.,Discover,OH,Email,In progress,Yes,N/A,3
103834,2024-02-11,Consumer Loan,Lender added hidden fees to my consumer loan that were not in the original agreement. The company has not responded to my previous complaints.,USAA,NY,Referral,Closed with monetary relief,Yes,N/A,2
103835,2024-09-06,Consumer Loan,I refinanced my loan but the old servicer continues to report negative information.,USAA,NC,Postal mail,Closed,Yes,Yes,2
103836,2025-04-12,"Credit reporting, repair, or other",Credit reporting agency failed to update my account status after I resolved the issue. The company has not responded to my previous complaints.,Discover,OH,Web,Closed with monetary relief,Yes,Yes,0
103837,2025-02-02,Debt collection,I received threatening calls from a collection agency about a debt I don't recognize. I have tried to resolve this issue multiple times.,USAA,FL,Web,In progress,Yes,No,1
103838,2025-02-10,Consumer Loan,The loan terms changed after I signed the agreement without my consent. The company has not responded to my previous complaints.,Bank of America,IL,Referral,In progress,Yes,No,2
103839,2024-02-15,"Credit reporting, repair, or other",I requested a credit report but found multiple inaccuracies that need to be investigated.,Bank of America,FL,Referral,Closed,Yes,N/A,0
103840,2025-10-16,Consumer Loan,I applied for a personal loan but was denied without proper explanation of the reasons. This has been ongoing for several months.,Bank of America,PA,Phone,Closed with explanation,Yes,No,2
103841,2025-05-23,"Credit reporting, repair, or other",Credit reporting agency failed to update my account status after I resolved the issue. I need immediate assistance with this matter.,Navy Federal,TX,Phone,Closed with non-monetary relief,Yes,N/A,0
103842,2025-01-02,"Credit reporting, repair, or other",I found errors on my credit report that are affecting my score. I disputed them but they haven't been corrected.,Navy Federal,TX,Referral,Closed with monetary relief,Yes,N/A,0
103843,2025-03-25,Consumer Loan,My auto loan has excessive interest rates that were not properly disclosed at signing. This has been ongoing for several months.,USAA,MI,Postal mail,Closed with monetary relief,No,Yes,2
103844,2024-04-12,Mortgage,Foreclosure proceedings started despite making all required payments on time. I have documentation to support my claim.,Synchrony Financial,FL,Web,In progress,Yes,No,3
103845,2024-11-19,Mortgage,I am underwater on my mortgage and need assistance but lender won't work with me. I have documentation to support my claim.,American Express,PA,Referral,Closed with non-monetary relief,Yes,N/A,3
103846,2024-11-17,Debt collection,Collection agency is attempting to collect on a debt that is past the statute of limitations. This has been ongoing for several months.,Navy Federal,FL,Web,In progress,Yes,N/A,1
103847,2024-11-10,"Credit reporting, repair, or other",My credit score dropped significantly after incorrect information was reported by a creditor. I have tried to resolve this issue multiple times.,Citibank,CA,Email,Closed,Yes,No,0
103848,2024-02-05,Debt collection,Received aggressive and abusive calls from debt collector using threatening language. I need immediate assistance with this matter.,Bank of America,MI,Phone,In progress,Yes,N/A,1
103849,2024-03-17,Mortgage,I am underwater on my mortgage and need assistance but lender won't work with me. I have tried to resolve this issue multiple times.,USAA,CA,Phone,Closed,Yes,N/A,3
103850,2025-07-25,"Credit reporting, repair, or other",My credit score dropped significantly after incorrect information was reported by a creditor. This has been ongoing for several months.,Synchrony Financial,IL,Referral,Closed with explanation,Yes,N/A,0
103851,2024-08-28,Consumer Loan,I refinanced my loan but the old servicer continues to report negative information. The company has not responded to my previous complaints.,American Express,TX,Email,Closed,Yes,N/A,2
103852,2025-05-17,Mortgage,Mortgage servicer transferred my loan without proper notification. I need immediate assistance with this matter.,Capital One,CA,Phone,Closed with non-monetary relief,Yes,Yes,3
103853,2025-01-30,Consumer Loan,The loan terms changed after I signed the agreement without my consent. I need immediate assistance with this matter.,Bank of America,FL,Phone,Closed with non-monetary relief,Yes,No,2
103854,2025-04-05,Mortgage,I applied for a loan modification but received no response for over six months. I have documentation to support my claim.,Synchrony Financial,MI,Phone,Closed,Yes,N/A,3
103855,2025-08-28,"Credit reporting, repair, or other",There are unauthorized accounts on my credit file. I never opened these accounts and need them removed. This has been ongoing for several months.,Synchrony Financial,GA,Postal mail,Closed with non-monetary relief,Yes,No,0
103856,2024-05-30,"Credit reporting, repair, or other",My credit score dropped significantly after incorrect information was reported by a creditor. This has been ongoing for several months.,Discover,CA,Referral,Closed,Yes,No,0
103857,2024-03-10,Debt collection,I received threatening calls from a collection agency about a debt I don't recognize.,Chase,CA,Referral,Closed with monetary relief,Yes,No,1
103858,2025-03-31,Consumer Loan,My auto loan has excessive interest rates that were not properly disclosed at signing. The company has not responded to my previous complaints.,USAA,GA,Referral,Closed with non-monetary relief,Yes,N/A,2
103859,2025-04-09,Mortgage,My home appraisal came in lower than expected affecting my refinancing options. This has been ongoing for several months.,Capital One,FL,Phone,Closed with monetary relief,Yes,N/A,3
103860,2024-07-18,"Credit reporting, repair, or other",Credit bureau is not responding to my dispute letters regarding incorrect negative items.,Capital One,NC,Email,Closed with explanation,Yes,N/A,0
103861,2024-08-05,Consumer Loan,The loan terms changed after I signed the agreement without my consent. I need immediate assistance with this matter.,Wells Fargo,GA,Email,Closed,Yes,N/A,2
103862,2025-03-04,Debt collection,Debt collector contacted my employer and family members about my personal debt.,Discover,TX,Web,Closed,Yes,N/A,1
103863,2025-08-03,Consumer Loan,My loan servicer is not responding to my requests for payment history and account information. This situation is causing me significant financial stress.,Navy Federal,TX,Postal mail,Closed with explanation,Yes,N/A,2
103864,2024-06-13,"Credit reporting, repair, or other",Identity theft has resulted in fraudulent accounts appearing on my credit report. This has been ongoing for several months.,Citibank,FL,Email,In progress,Yes,N/A,0
103865,2025-01-19,Consumer Loan,I was charged prepayment penalties that were not disclosed in my loan documents. This has been ongoing for several months.,Discover,OH,Referral,Closed with monetary relief,Yes,Yes,2
103866,2025-08-06,"Credit reporting, repair, or other",I found errors on my credit report that are affecting my score. I disputed them but they haven't been corrected. The company has not responded to my previous complaints.,USAA,IL,Email,Closed with explanation,Yes,No,0
103867,2024-04-11,Consumer Loan,I was charged prepayment penalties that were not disclosed in my loan documents. This situation is causing me significant financial stress.,Bank of America,TX,Phone,Closed,Yes,N/A,2
103868,2024-01-25,"Credit reporting, repair, or other",Credit bureau is not responding to my dispute letters regarding incorrect negative items. This situation is causing me significant financial stress.,American Express,IL,Referral,In progress,Yes,No,0
103869,2025-09-02,"Credit reporting, repair, or other",There are unauthorized accounts on my credit file. I never opened these accounts and need them removed. I need immediate assistance with this matter.,Synchrony Financial,GA,Web,Closed with explanation,Yes,No,0
103870,2024-02-27,Mortgage,I requested information about my escrow account but received no response. This has been ongoing for several months.,Citibank,CA,Phone,Closed with monetary relief,Yes,No,3
103871,2024-04-16,Mortgage,I requested information about my escrow account but received no response. This has been ongoing for several months.,Capital One,CA,Referral,In progress,Yes,N/A,3
103872,2025-07-29,"Credit reporting, repair, or other",My credit score dropped significantly after incorrect information was reported by a creditor. I have tried to resolve this issue multiple times.,USAA,CA,Referral,In progress,Yes,N/A,0
103873,2025-05-09,"Credit reporting, repair, or other",I paid off my debt but it still shows as outstanding on my credit report. I need immediate assistance with this matter.,Wells Fargo,NY,Email,Closed with monetary relief,Yes,No,0
103874,2025-01-08,"Credit reporting, repair, or other",I paid off my debt but it still shows as outstanding on my credit report. I have documentation to support my claim.,Wells Fargo,GA,Email,In progress,Yes,Yes,0
103875,2024-09-14,"Credit reporting, repair, or other",I found errors on my credit report that are affecting my score. I disputed them but they haven't been corrected. I have tried to resolve this issue multiple times.,Discover,FL,Email,Closed with monetary relief,Yes,No,0
103876,2025-01-04,"Credit reporting, repair, or other",There are unauthorized accounts on my credit file. I never opened these accounts and need them removed. I need immediate assistance with this matter.,American Express,MI,Referral,Closed with non-monetary relief,Yes,N/A,0
103877,2024-08-19,Mortgage,My mortgage company is charging excessive and unexplained fees on my account. This situation is causing me significant financial stress.,Chase,NY,Web,Closed with non-monetary relief,Yes,N/A,3
103878,2025-01-24,"Credit reporting, repair, or other",Credit reporting agency failed to update my account status after I resolved the issue. This situation is causing me significant financial stress.,Wells Fargo,NC,Email,Closed with explanation,Yes,N/A,0
103879,2025-09-07,Debt collection,Received aggressive and abusive calls from debt collector using threatening language. I need immediate assistance with this matter.,USAA,MI,Email,Closed,Yes,No,1
103880,2025-05-01,Mortgage,My mortgage servicer lost my payment and now claims I am in default. The company has not responded to my previous complaints.,Wells Fargo,TX,Email,In progress,Yes,No,3
103881,2023-11-11,Consumer Loan,My auto loan has excessive interest rates that were not properly disclosed at signing. The company has not responded to my previous complaints.,Capital One,NY,Web,Closed with explanation,Yes,Yes,2
103882,2025-05-25,"Credit reporting, repair, or other",I requested a credit report but found multiple inaccuracies that need to be investigated. I have documentation to support my claim.,American Express,OH,Web,Closed with explanation,Yes,Yes,0
103883,2025-01-11,Consumer Loan,I was charged prepayment penalties that were not disclosed in my loan documents. The company has not responded to my previous complaints.,USAA,IL,Email,Closed with explanation,Yes,N/A,2
103884,2024-09-07,"Credit reporting, repair, or other",Identity theft has resulted in fraudulent accounts appearing on my credit report. I have tried to resolve this issue multiple times.,Citibank,FL,Web,Closed with explanation,Yes,N/A,0
103885,2024-12-22,Debt collection,Received aggressive and abusive calls from debt collector using threatening language. This has been ongoing for several months.,Synchrony Financial,FL,Referral,Closed with explanation,No,N/A,1
103886,2024-02-13,"Credit reporting, repair, or other",Identity theft has resulted in fraudulent accounts appearing on my credit report. I have tried to resolve this issue multiple times.,Synchrony Financial,CA,Postal mail,Closed,Yes,N/A,0
103887,2023-10-23,Mortgage,I requested information about my escrow account but received no response. This situation is causing me significant financial stress.,Capital One,PA,Postal mail,Closed with explanation,Yes,N/A,3
103888,2025-04-02,Consumer Loan,Lender added hidden fees to my consumer loan that were not in the original agreement. I have documentation to support my claim.,Bank of America,GA,Web,Closed with monetary relief,Yes,N/A,2
103889,2025-08-06,Consumer Loan,My loan servicer is not responding to my requests for payment history and account information. I have documentation to support my claim.,Navy Federal,MI,Phone,Closed with non-monetary relief,Yes,Yes,2
103890,2024-06-10,"Credit reporting, repair, or other",Credit bureau is not responding to my dispute letters regarding incorrect negative items. I need immediate assistance with this matter.,American Express,OH,Referral,Closed,Yes,No,0
103891,2024-11-20,Mortgage,Foreclosure proceedings started despite making all required payments on time. I have tried to resolve this issue multiple times.,Navy Federal,OH,Web,Closed with monetary relief,Yes,No,3
103892,2025-06-01,"Credit reporting, repair, or other",I requested a credit report but found multiple inaccuracies that need to be investigated. This has been ongoing for several months.,American Express,TX,Email,Closed with monetary relief,Yes,N/A,0
103893,2024-10-03,"Credit reporting, repair, or other",I found errors on my credit report that are affecting my score. I disputed them but they haven't been corrected. I have tried to resolve this issue multiple times.,Synchrony Financial,NC,Postal mail,Closed with explanation,Yes,No,0
103894,2024-05-09,Debt collection,I am being harassed by debt collectors calling outside of permitted hours. I need immediate assistance with this matter.,American Express,CA,Phone,Closed with explanation,Yes,N/A,1
103895,2025-09-08,Debt collection,Received aggressive and abusive calls from debt collector using threatening language. I have tried to resolve this issue multiple times.,American Express,OH,Referral,Closed,Yes,N/A,1
103896,2025-09-05,"Credit reporting, repair, or other",I found errors on my credit report that are affecting my score. I disputed them but they haven't been corrected. This situation is causing me significant financial stress.,Chase,NC,Web,Closed,Yes,No,0
103897,2025-10-12,Debt collection,Collection agency is attempting to collect on a debt that is past the statute of limitations.,Navy Federal,NC,Email,Closed with explanation,Yes,N/A,1
103898,2025-03-13,"Credit reporting, repair, or other",I found errors on my credit report that are affecting my score. I disputed them but they haven't been corrected.,Navy Federal,CA,Email,Closed with explanation,Yes,No,0
103899,2025-02-20,Mortgage,Foreclosure proceedings started despite making all required payments on time. This has been ongoing for several months.,Wells Fargo,FL,Phone,Closed with non-monetary relief,Yes,Yes,3
103900,2025-01-25,"Credit reporting, repair, or other",I found errors on my credit report that are affecting my score. I disputed them but they haven't been corrected. The company has not responded to my previous complaints.,Discover,FL,Referral,Closed,Yes,Yes,0
103901,2024-06-29,"Credit reporting, repair, or other",Identity theft has resulted in fraudulent accounts appearing on my credit report. The company has not responded to my previous complaints.,Navy Federal,IL,Referral,Closed with explanation,Yes,N/A,0
103902,2025-09-08,Mortgage,Foreclosure proceedings started despite making all required payments on time. I need immediate assistance with this matter.,Wells Fargo,MI,Email,Closed,No,No,3
103903,2024-07-03,Debt collection,Debt collector is calling me multiple times a day despite my request to stop contact. I have tried to resolve this issue multiple times.,Discover,GA,Phone,Closed with monetary relief,Yes,Yes,1
103904,2025-01-14,Consumer Loan,The loan terms changed after I signed the agreement without my consent.,Navy Federal,FL,Web,Closed with monetary relief,Yes,No,2
103905,2024-03-29,Debt collection,Collection agency is attempting to collect on a debt that is past the statute of limitations. I have documentation to support my claim.,Navy Federal,PA,Phone,Closed with monetary relief,Yes,N/A,1
103906,2025-07-20,"Credit reporting, repair, or other",I requested a credit report but found multiple inaccuracies that need to be investigated. The company has not responded to my previous complaints.,Bank of America,NC,Web,In progress,Yes,Yes,0
103907,2024-04-07,Mortgage,I applied for a loan modification but received no response for over six months. I have documentation to support my claim.,Navy Federal,OH,Phone,Closed with monetary relief,Yes,N/A,3
103908,2025-01-04,Debt collection,I am being harassed by debt collectors calling outside of permitted hours. This situation is causing me significant financial stress.,Discover,OH,Postal mail,Closed with non-monetary relief,Yes,Yes,1
103909,2023-11-18,Consumer Loan,Lender added hidden fees to my consumer loan that were not in the original agreement. The company has not responded to my previous complaints.,Discover,FL,Web,Closed,Yes,Yes,2
103910,2024-12-02,Consumer Loan,I refinanced my loan but the old servicer continues to report negative information. This has been ongoing for several months.,American Express,OH,Web,Closed with non-monetary relief,Yes,No,2
103911,2024-08-16,Debt collection,Received aggressive and abusive calls from debt collector using threatening language. This has been ongoing for several months.,Chase,PA,Email,Closed,Yes,N/A,1
103912,2025-10-10,Debt collection,Debt collector is calling me multiple times a day despite my request to stop contact. I need immediate assistance with this matter.,Capital One,GA,Referral,Closed,Yes,N/A,1
103913,2025-06-08,"Credit reporting, repair, or other",I paid off my debt but it still shows as outstanding on my credit report. This has been ongoing for several months.,Citibank,IL,Web,Closed with monetary relief,Yes,No,0
103914,2025-08-09,"Credit reporting, repair, or other",Identity theft has resulted in fraudulent accounts appearing on my credit report. This has been ongoing for several months.,Discover,NY,Web,Closed with explanation,No,N/A,0
103915,2023-11-25,"Credit reporting, repair, or other",Credit reporting agency failed to update my account status after I resolved the issue. I have tried to resolve this issue multiple times.,Bank of America,OH,Postal mail,Closed with explanation,Yes,Yes,0
103916,2025-08-26,"Credit reporting, repair, or other",Identity theft has resulted in fraudulent accounts appearing on my credit report. I need immediate assistance with this matter.,Discover,NC,Postal mail,In progress,Yes,N/A,0
103917,2025-06-10,Mortgage,My mortgage servicer lost my payment and now claims I am in default. This situation is causing me significant financial stress.,Chase,PA,Phone,Closed with explanation,Yes,No,3
103918,2024-02-24,"Credit reporting, repair, or other",I requested a credit report but found multiple inaccuracies that need to be investigated. I have tried to resolve this issue multiple times.,Discover,PA,Postal mail,In progress,Yes,N/A,0
103919,2023-10-25,Consumer Loan,The loan terms changed after I signed the agreement without my consent. This has been ongoing for several months.,American Express,PA,Phone,Closed with non-monetary relief,Yes,N/A,2
103920,2024-11-27,Consumer Loan,My auto loan has excessive interest rates that were not properly disclosed at signing. I have documentation to support my claim.,Synchrony Financial,MI,Web,Closed with monetary relief,Yes,N/A,2
103921,2024-03-13,"Credit reporting, repair, or other",Credit reporting agency failed to update my account status after I resolved the issue. This has been ongoing for several months.,Bank of America,NC,Email,In progress,Yes,N/A,0
103922,2024-12-17,"Credit reporting, repair, or other",I paid off my debt but it still shows as outstanding on my credit report. I need immediate assistance with this matter.,American Express,MI,Referral,Closed,Yes,Yes,0
103923,2025-06-16,"Credit reporting, repair, or other",Identity theft has resulted in fraudulent accounts appearing on my credit report. I need immediate assistance with this matter.,USAA,NY,Referral,Closed with monetary relief,Yes,Yes,0
103924,2024-01-17,"Credit reporting, repair, or other",Credit reporting agency failed to update my account status after I resolved the issue. This situation is causing me significant financial stress.,USAA,GA,Postal mail,In progress,Yes,N/A,0
103925,2023-11-17,"Credit reporting, repair, or other",I found errors on my credit report that are affecting my score. I disputed them but they haven't been corrected. This situation is causing me significant financial stress.,Synchrony Financial,CA,Referral,Closed with non-monetary relief,Yes,N/A,0
103926,2024-06-22,Mortgage,My home appraisal came in lower than expected affecting my refinancing options.,Bank of America,NC,Phone,Closed with non-monetary relief,Yes,No,3
103927,2024-01-02,Debt collection,Debt collector is calling me multiple times a day despite my request to stop contact.,Bank of America,MI,Referral,Closed with non-monetary relief,Yes,N/A,1
103928,2024-10-17,Consumer Loan,I applied for a personal loan but was denied without proper explanation of the reasons. The company has not responded to my previous complaints.,American Express,GA,Referral,Closed with non-monetary relief,Yes,N/A,2
103929,2025-05-26,Debt collection,I am being harassed by debt collectors calling outside of permitted hours.,Navy Federal,GA,Referral,Closed with non-monetary relief,Yes,N/A,1
103930,2024-09-01,Consumer Loan,I am having difficulty getting my loan servicer to process my payment correctly. The company has not responded to my previous complaints.,Capital One,PA,Web,Closed with non-monetary relief,Yes,N/A,2
103931,2025-02-17,"Credit reporting, repair, or other",My credit score dropped significantly after incorrect information was reported by a creditor. This situation is causing me significant financial stress.,Chase,OH,Postal mail,Closed,Yes,N/A,0
103932,2025-05-04,"Credit reporting, repair, or other",My credit score dropped significantly after incorrect information was reported by a creditor. This situation is causing me significant financial stress.,Synchrony Financial,GA,Referral,In progress,Yes,Yes,0
103933,2024-04-21,"Credit reporting, repair, or other",My credit score dropped significantly after incorrect information was reported by a creditor. I have tried to resolve this issue multiple times.,Discover,FL,Web,Closed with non-monetary relief,Yes,No,0
103934,2025-04-17,"Credit reporting, repair, or other",I requested a credit report but found multiple inaccuracies that need to be investigated. I have documentation to support my claim.,Wells Fargo,MI,Web,Closed with monetary relief,No,N/A,0
103935,2024-08-13,"Credit reporting, repair, or other",I found errors on my credit report that are affecting my score. I disputed them but they haven't been corrected. This has been ongoing for several months.,Navy Federal,NY,Referral,Closed with non-monetary relief,Yes,Yes,0
103936,2025-06-01,"Credit reporting, repair, or other",Credit bureau is not responding to my dispute letters regarding incorrect negative items. This situation is causing me significant financial stress.,Citibank,PA,Postal mail,Closed with explanation,Yes,N/A,0
103937,2025-10-11,Mortgage,Foreclosure proceedings started despite making all required payments on time. The company has not responded to my previous complaints.,Synchrony Financial,IL,Phone,Closed with explanation,Yes,Yes,3
103938,2025-01-18,"Credit reporting, repair, or other",Identity theft has resulted in fraudulent accounts appearing on my credit report.,Discover,FL,Postal mail,Closed with explanation,Yes,N/A,0
103939,2024-07-31,"Credit reporting, repair, or other",Credit reporting agency failed to update my account status after I resolved the issue. This situation is causing me significant financial stress.,Navy Federal,MI,Email,Closed with explanation,Yes,No,0
103940,2025-03-08,Mortgage,My mortgage company is charging excessive and unexplained fees on my account. The company has not responded to my previous complaints.,Bank of America,CA,Web,Closed,Yes,No,3
103941,2025-03-16,Consumer Loan,The loan terms changed after I signed the agreement without my consent. I have tried to resolve this issue multiple times.,Chase,FL,Postal mail,Closed with non-monetary relief,Yes,No,2
103942,2024-07-17,"Credit reporting, repair, or other",My credit score dropped significantly after incorrect information was reported by a creditor. I need immediate assistance with this matter.,Synchrony Financial,GA,Referral,Closed with non-monetary relief,Yes,Yes,0
103943,2024-05-20,"Credit reporting, repair, or other",There are unauthorized accounts on my credit file. I never opened these accounts and need them removed. I need immediate assistance with this matter.,Wells Fargo,OH,Postal mail,Closed with monetary relief,Yes,N/A,0
103944,2024-07-24,Consumer Loan,I refinanced my loan but the old servicer continues to report negative information. This has been ongoing for several months.,Wells Fargo,NY,Email,Closed with monetary relief,Yes,N/A,2
103945,2024-09-28,"Credit reporting, repair, or other",I found errors on my credit report that are affecting my score. I disputed them but they haven't been corrected. I have tried to resolve this issue multiple times.,Wells Fargo,IL,Email,Closed with monetary relief,Yes,N/A,0
103946,2024-05-23,"Credit reporting, repair, or other",My credit score dropped significantly after incorrect information was reported by a creditor. The company has not responded to my previous complaints.,Capital One,FL,Phone,Closed with explanation,Yes,Yes,0
103947,2024-06-23,Debt collection,Debt collector is calling me multiple times a day despite my request to stop contact. I have documentation to support my claim.,Capital One,CA,Referral,Closed,Yes,N/A,1
103948,2023-11-29,Mortgage,I requested information about my escrow account but received no response. This has been ongoing for several months.,American Express,GA,Phone,In progress,Yes,N/A,3
103949,2024-07-13,Consumer Loan,Lender added hidden fees to my consumer loan that were not in the original agreement. I need immediate assistance with this matter.,American Express,FL,Phone,In progress,Yes,N/A,2
103950,2024-08-06,"Credit reporting, repair, or other",I found errors on my credit report that are affecting my score. I disputed them but they haven't been corrected.,Chase,CA,Web,Closed with non-monetary relief,Yes,N/A,0
103951,2024-05-18,Consumer Loan,My loan servicer is not responding to my requests for payment history and account information. I have tried to resolve this issue multiple times.,Discover,OH,Phone,Closed,Yes,Yes,2
103952,2024-03-12,Debt collection,I received threatening calls from a collection agency about a debt I don't recognize. This situation is causing me significant financial stress.,Synchrony Financial,PA,Phone,In progress,Yes,N/A,1
103953,2024-02-28,Consumer Loan,I refinanced my loan but the old servicer continues to report negative information. I have documentation to support my claim.,Citibank,TX,Email,Closed with non-monetary relief,Yes,Yes,2
103954,2024-03-11,Consumer Loan,I refinanced my loan but the old servicer continues to report negative information. I have documentation to support my claim.,USAA,PA,Email,Closed with explanation,Yes,N/A,2
103955,2023-10-28,"Credit reporting, repair, or other",Credit bureau is not responding to my dispute letters regarding incorrect negative items. The company has not responded to my previous complaints.,USAA,OH,Web,In progress,Yes,Yes,0
103956,2024-12-03,Debt collection,I requested validation of debt but the collector continued collection activities.,Wells Fargo,PA,Email,Closed with non-monetary relief,Yes,N/A,1
103957,2024-08-20,"Credit reporting, repair, or other",My credit score dropped significantly after incorrect information was reported by a creditor.,American Express,PA,Referral,Closed with non-monetary relief,Yes,N/A,0
103958,2025-03-07,Consumer Loan,Lender added hidden fees to my consumer loan that were not in the original agreement. I have documentation to support my claim.,Navy Federal,PA,Postal mail,Closed with explanation,Yes,N/A,2
103959,2025-05-13,Debt collection,Debt collector contacted my employer and family members about my personal debt. This has been ongoing for several months.,USAA,MI,Email,Closed with explanation,Yes,N/A,1
103960,2024-01-29,Debt collection,I received threatening calls from a collection agency about a debt I don't recognize. This situation is causing me significant financial stress.,Capital One,NC,Phone,Closed with non-monetary relief,Yes,Yes,1
103961,2025-10-16,"Credit reporting, repair, or other",Credit bureau is not responding to my dispute letters regarding incorrect negative items. This has been ongoing for several months.,Bank of America,FL,Postal mail,Closed,Yes,Yes,0
103962,2025-04-06,"Credit reporting, repair, or other",My credit score dropped significantly after incorrect information was reported by a creditor. I have tried to resolve this issue multiple times.,Navy Federal,NC,Phone,Closed,Yes,N/A,0
103963,2024-01-07,"Credit reporting, repair, or other",Credit bureau is not responding to my dispute letters regarding incorrect negative items. I have tried to resolve this issue multiple times.,Chase,IL,Postal mail,Closed,Yes,Yes,0
103964,2024-05-13,"Credit reporting, repair, or other",Credit reporting agency failed to update my account status after I resolved the issue. This has been ongoing for several months.,USAA,NC,Referral,Closed with non-monetary relief,Yes,No,0
103965,2024-04-30,"Credit reporting, repair, or other",I requested a credit report but found multiple inaccuracies that need to be investigated. I need immediate assistance with this matter.,USAA,GA,Web,Closed with monetary relief,Yes,N/A,0
